Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag
O1948,B34,S19,Machinery,125,2023-09-17,2023-09-18,2023-09-25,Road,33554.15,0,None,None,10,0.68,Org12,0,766,1,9,0.1523,1.45,188.15,0
O1949,B10,S4,Electronics,675,2023-05-06,2023-05-10,2023-05-15,Road,41949.67,0,None,None,13,0.85,Org2,0,593,1,10,0.0909,4.6,229.28,0
O1950,B6,S12,Textiles,927,2023-08-19,2023-08-21,2023-08-27,Road,8901.56,2,Weather,Low,17,0.76,Org13,0,441,1,7,0.4615,4.7,364.8,1
O1951,B4,S5,Food,112,2023-10-22,2023-10-26,2023-11-04,Rail,1447.67,0,None,None,15,0.56,Org6,0,315,1,8,0.2173,2.74,182.01,0
O1952,B25,S27,Textiles,203,2023-05-09,2023-05-10,2023-05-24,Air,39065.58,10,Strike,Low,2,0.98,Org18,0,918,1,3,0.1466,0.53,418.61,1
O1953,B39,S27,Machinery,175,2023-10-07,2023-10-09,2023-10-11,Road,30680.02,1,Customs,High,14,0.82,Org5,1,536,1,6,0.2408,0.99,81.52,1
O1954,B1,S14,Electronics,880,2023-11-09,2023-11-12,2023-11-14,Sea,35132.16,0,None,None,3,0.88,Org5,1,62,1,10,0.4597,3.08,406.03,0
O1955,B47,S27,Electronics,99,2023-04-10,2023-04-12,2023-04-21,Air,41988.67,5,Strike,Medium,4,0.54,Org15,1,949,1,6,0.1997,0.61,320.83,1
O1956,B1,S1,Machinery,695,2023-11-22,2023-11-24,2023-12-01,Road,40239.14,5,Customs,Low,16,0.52,Org6,1,529,1,1,0.2857,2.29,307.85,1
O1957,B12,S22,Machinery,131,2023-10-24,2023-10-27,2023-10-28,Air,48065.55,0,None,None,6,0.51,Org3,0,339,1,6,0.4035,1.87,256.27,0
O1958,B4,S12,Food,152,2023-07-01,2023-07-04,2023-07-11,Sea,27028.79,0,None,None,15,0.59,Org11,0,567,1,3,0.2193,3.71,174.67,0
O1959,B21,S26,Electronics,115,2023-06-23,2023-06-26,2023-06-30,Road,24680.53,0,None,None,13,0.71,Org9,0,334,1,3,0.1244,0.75,258.83,0
O1960,B4,S14,Textiles,896,2023-11-12,2023-11-15,2023-11-25,Sea,20393.42,3,Weather,Low,15,0.97,Org6,1,123,1,3,0.4973,2.7,252.51,1
O1961,B10,S27,Pharma,437,2023-12-30,2024-01-01,2024-01-07,Rail,8107.71,3,Weather,Low,6,0.73,Org9,0,156,1,10,0.4787,3.11,312.69,1
O1962,B45,S24,Pharma,314,2023-07-07,2023-07-11,2023-07-15,Road,28844.06,0,None,None,8,0.65,Org4,0,175,1,10,0.4233,3.28,176.71,0
O1963,B41,S11,Machinery,881,2023-02-26,2023-03-01,2023-03-09,Road,14212.12,0,None,None,3,0.78,Org11,1,388,0,8,0.3473,2.32,84.92,0
O1964,B40,S21,Food,980,2023-01-31,2023-02-02,2023-02-12,Road,46104.72,1,Shortage,Low,10,0.56,Org10,0,148,1,5,0.1545,1.87,115.29,1
O1965,B3,S27,Pharma,326,2023-03-25,2023-03-26,2023-03-31,Road,29367.94,1,Strike,Low,1,0.8,Org8,0,638,1,4,0.4576,3.57,364.63,1
O1966,B38,S23,Electronics,972,2023-06-01,2023-06-05,2023-06-13,Rail,29845.59,0,None,None,11,0.78,Org7,0,308,1,9,0.145,4.31,60.12,0
O1967,B19,S29,Machinery,644,2023-02-05,2023-02-06,2023-02-15,Road,18068.77,1,Shortage,Low,11,0.9,Org5,0,285,1,9,0.4024,3.62,435.4,1
O1968,B34,S25,Textiles,911,2023-08-01,2023-08-02,2023-08-09,Air,3073.47,5,Customs,Low,3,0.99,Org15,0,925,1,1,0.4599,4.69,362.48,1
O1969,B43,S20,Machinery,18,2023-12-30,2024-01-02,2024-01-14,Road,2071.32,10,Customs,Medium,17,0.63,Org16,0,798,1,2,0.3055,3.73,395.64,1
O1970,B29,S3,Textiles,783,2023-04-16,2023-04-20,2023-05-04,Rail,21455.09,5,Shortage,Low,6,0.75,Org20,0,859,1,8,0.4035,3.94,426.19,1
O1971,B16,S10,Machinery,82,2023-12-08,2023-12-11,2023-12-23,Road,4685.99,7,Shortage,Low,0,0.95,Org3,0,834,0,5,0.3979,1.26,105.22,1
O1972,B39,S5,Machinery,368,2023-08-08,2023-08-09,2023-08-19,Air,30538.92,1,Weather,Low,12,0.89,Org11,1,187,1,7,0.1046,2.39,420.1,1
O1973,B16,S19,Machinery,232,2023-06-12,2023-06-13,2023-06-20,Rail,44108.16,0,None,None,5,0.74,Org15,1,851,1,1,0.3373,2.68,277.09,0
O1974,B38,S21,Textiles,425,2023-08-08,2023-08-10,2023-08-17,Rail,44204.28,5,Strike,Low,5,0.97,Org18,0,363,1,10,0.0558,1.65,448.49,1
O1975,B38,S5,Textiles,562,2023-09-27,2023-10-01,2023-10-08,Air,33122.75,3,Customs,High,11,0.53,Org16,1,163,0,5,0.2588,2.88,448.96,1
O1976,B15,S16,Machinery,379,2023-04-30,2023-05-03,2023-05-10,Air,10955.98,0,None,None,7,0.97,Org6,0,935,1,3,0.0895,1.81,60.88,0
O1977,B22,S14,Pharma,725,2023-12-02,2023-12-05,2023-12-13,Air,43218.34,0,None,None,18,0.53,Org14,0,210,0,10,0.214,3.59,222.29,0
O1978,B37,S22,Food,273,2023-07-01,2023-07-05,2023-07-13,Air,44361.63,0,None,None,4,0.77,Org12,0,887,1,2,0.4182,2.62,286.88,0
O1979,B35,S10,Food,849,2023-04-16,2023-04-17,2023-04-26,Air,10234.35,5,Shortage,Low,17,0.95,Org16,0,124,1,2,0.4937,2.56,355.26,1
O1980,B12,S20,Food,699,2023-08-05,2023-08-06,2023-08-16,Rail,37002.59,1,Strike,Low,4,0.63,Org20,0,680,1,9,0.1658,4.93,178.78,1
O1981,B42,S8,Textiles,869,2023-07-24,2023-07-27,2023-08-04,Rail,14682.72,2,Weather,Low,9,0.74,Org10,0,563,1,4,0.2707,2.27,163.46,1
O1982,B23,S26,Textiles,327,2023-03-11,2023-03-12,2023-03-25,Road,40230.7,10,Strike,Medium,0,0.66,Org20,0,768,1,4,0.2605,2.13,221.57,1
O1983,B15,S5,Pharma,93,2023-02-13,2023-02-16,2023-02-20,Road,49863.28,0,None,None,9,0.98,Org8,1,77,1,7,0.4777,1.93,275.42,0
O1984,B19,S24,Food,327,2023-11-25,2023-11-28,2023-12-08,Sea,1986.29,1,Shortage,Low,4,0.91,Org8,0,454,1,10,0.2445,4.53,478.02,1
O1985,B22,S19,Food,120,2023-10-28,2023-11-01,2023-11-13,Road,44919.61,3,Customs,Medium,11,0.85,Org19,0,454,1,10,0.3526,2.74,392.95,1
O1986,B50,S3,Machinery,260,2023-08-16,2023-08-17,2023-08-21,Road,31320.21,0,None,None,6,0.79,Org13,0,335,1,2,0.4617,3.2,243.19,0
O1987,B23,S22,Textiles,392,2023-07-03,2023-07-04,2023-07-12,Air,48682.44,5,Strike,High,8,0.91,Org11,0,855,0,3,0.193,1.31,74.46,1
O1988,B18,S1,Food,16,2023-04-17,2023-04-21,2023-04-23,Air,23517.97,0,None,None,11,0.7,Org14,0,717,1,3,0.452,2.93,125.83,0
O1989,B6,S10,Pharma,468,2023-03-25,2023-03-26,2023-04-03,Road,42445.7,7,Shortage,Medium,0,0.72,Org5,0,611,1,6,0.4596,1.74,255.17,1
O1990,B12,S14,Pharma,93,2023-12-04,2023-12-05,2023-12-09,Sea,3588.51,0,None,None,10,0.87,Org10,0,632,1,3,0.466,3.79,416.22,0
O1991,B16,S5,Food,217,2023-09-07,2023-09-10,2023-09-17,Air,17096.31,0,None,None,14,0.68,Org11,1,889,1,5,0.1425,4.25,221.31,0
O1992,B42,S23,Textiles,909,2023-12-29,2024-01-02,2024-01-11,Road,3817.32,0,None,None,1,0.53,Org17,0,368,0,4,0.2062,3.72,292.32,0
O1993,B48,S15,Pharma,399,2023-01-21,2023-01-24,2023-01-31,Road,48779.49,0,None,None,19,0.54,Org19,1,154,1,3,0.4365,3.79,451.31,0
O1994,B30,S7,Machinery,323,2023-07-15,2023-07-18,2023-08-03,Rail,40940.21,10,Weather,High,6,0.56,Org4,0,284,0,8,0.186,2.81,461.21,1
O1995,B23,S27,Pharma,31,2023-06-27,2023-07-01,2023-07-10,Sea,42701.1,1,Strike,Low,11,0.93,Org9,0,518,1,10,0.3041,3.7,147.1,1
O1996,B45,S2,Electronics,419,2023-01-07,2023-01-10,2023-01-19,Rail,46929.28,3,Customs,Medium,17,0.74,Org20,0,188,1,3,0.0678,2.4,69.62,1
O1997,B22,S24,Electronics,904,2023-03-11,2023-03-13,2023-03-16,Sea,4712.62,0,None,None,2,0.86,Org15,0,762,1,6,0.0376,3.43,187.43,0
O1998,B10,S26,Textiles,524,2023-05-07,2023-05-10,2023-05-18,Air,19587.08,0,None,None,6,0.7,Org4,0,847,1,7,0.2119,1.67,363.11,0
O1999,B4,S9,Food,136,2023-06-09,2023-06-10,2023-06-18,Sea,4016.23,0,None,None,10,0.63,Org4,0,840,0,7,0.2937,0.81,478.0,0
